,idx,smiles
1463,41876,O=C(c1cnc(N2CC[C@H](O)C2)c(Br)c1)[NH:18][c:19]1[cH:20][cH:21][c:22]([S:23][C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]1.OB(O)c1[cH:51][n:52][cH:53][n:54][cH:55]1>CCO[C:4]([CH3:5])=[O:6].CO[CH2:9][CH2:10]OC.Cl[Pd]Cl.O=[C:44]([O-])[OH:46].[Fe+2].[Na+].c1ccc(P(c2cc[cH:58][cH:75][cH:74]2)[c-]2cccc2)cc1.c1ccc(P(c2cc[cH:76][cH:93]c2)[c-]2cccc2)cc1>c1n[cH:58][c:75](-[c:10]2[cH:9][c:5]([C:4](=[O:6])[NH:18][c:19]3[cH:20][cH:21][c:22]([S:23][C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]3)[cH:51][n:52][c:53]2[N:54]2[CH2:55][C@@H:44]([OH:46])[CH2:76][CH2:93]2)[cH:74]n1
1464,41880,Fc1ccc(/C=[CH:24]/[c:23]2[cH:22][cH:21][c:20]([S:12](=[O:11])(=[O:13])[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[cH:35][n:34]2)c(F)c1>CCO[C:8](=O)[CH3:9].O=[C:2](O)[CH3:1].[H][H].[OH-].[OH-].[Pd+2]>F[c:2]1[c:1](C[CH2:24][c:23]2[cH:22][cH:21][c:20]([S:12](=[O:11])(=[O:13])[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[cH:35][n:34]2)cc[c:8](F)[cH:9]1
1465,41941,CC1(C)CC=CC(=O)C1[CH2:10][c:11]1[cH:12][cH:13][c:14]([N+:15](=[O:16])[O-:17])[cH:18][cH:19]1>[H][H].[cH:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>C[C:22]1(C)[CH2:23][CH2:24][CH2:25][C:26](=O)[CH:27]1[CH2:10][c:11]1[cH:12][cH:13][c:14]([N+:15](=[O:16])[O-:17])[cH:18][cH:19]1
1466,41950,C[Mg+].O=[CH:27][c:26]1[cH:25][c:23]([Cl:24])[cH:22][c:21]2[c:18]([C:19]#[N:20])[cH:17][n:16]([CH2:15][O:14][CH2:13][CH2:12][Si:9]([CH3:8])([CH3:10])[CH3:11])[c:29]21>C1CCOC1.[Br-]>C[CH:27](O)[c:26]1[cH:25][c:23]([Cl:24])[cH:22][c:21]2[c:18]([C:19]#[N:20])[cH:17][n:16]([CH2:15][O:14][CH2:13][CH2:12][Si:9]([CH3:8])([CH3:10])[CH3:11])[c:29]21
1467,41952,O=C(N=[C:51]=[S:52])c1ccc(C2CCCCC2)cc1.[CH3:4][O:5][c:6]1[cH:7][c:8]2[n:9][cH:10][cH:11][c:12]([O:13][c:14]3[cH:15][cH:16][c:17]([NH2:18])[cH:19][cH:20]3)[c:21]2[cH:22][c:23]1[O:24][CH3:25]>CCO.Cc1ccccc1.Cl[C:34](=[O:33])[c:36]1[cH:37][cH:38][c:39]([CH:40]2[CH2:41][CH2:42][CH2:43][CH2:44][CH2:45]2)[cH:46][cH:47]1.O=C(O)c1ccc(C2CCCCC2)cc1.O=S(Cl)Cl>N([C:34](=[O:33])[c:36]1[cH:37][cH:38][c:39]([CH:40]2[CH2:41][CH2:42][CH2:43][CH2:44][CH2:45]2)[cH:46][cH:47]1)[C:51]([NH:18][c:17]1[cH:16][cH:15][c:14]([O:13][c:12]2[cH:11][cH:10][n:9][c:8]3[cH:7][c:6]([O:5][CH3:4])[c:23]([O:24][CH3:25])[cH:22][c:21]32)[cH:20][cH:19]1)=[S:52]
1468,41989,CN=[C:3]=[O:4].[NH2:5][CH2:6][CH2:7][C:8](=[O:9])[NH:10][NH:11][C:12](=[O:13])[N:14]1[CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[O:22][c:23]2[cH:24][cH:25][c:26]([Cl:27])[cH:28][c:29]21>>CN[C:3](=[O:4])[NH:5][CH2:6][CH2:7][C:8](=[O:9])[NH:10][NH:11][C:12](=[O:13])[N:14]1[CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[O:22][c:23]2[cH:24][cH:25][c:26]([Cl:27])[cH:28][c:29]21
1469,42074,COCC#[C:15][c:14]1[n:13][c:12](-[c:11]2[cH:10][cH:9][cH:8][c:7]([CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[cH:36]2)[n:34]([CH3:35])[c:20]1[C:21](=[O:22])[N:23]1[CH2:24][CH2:25][CH:26]([N:27]2[CH2:28][CH2:29][CH2:30][CH2:31]2)[CH2:32][CH2:33]1>O=[Pt]>COCC[CH2:15][c:14]1[n:13][c:12](-[c:11]2[cH:10][cH:9][cH:8][c:7]([CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[cH:36]2)[n:34]([CH3:35])[c:20]1[C:21](=[O:22])[N:23]1[CH2:24][CH2:25][CH:26]([N:27]2[CH2:28][CH2:29][CH2:30][CH2:31]2)[CH2:32][CH2:33]1
1470,42116,O=[C:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]21.[Mg+][C:2]([CH3:1])([CH3:3])[CH3:4]>[Cl-]>O[C:7]1([C:2]([CH3:1])([CH3:3])[CH3:4])[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]21
1471,42155,C=[C:2]([CH3:3])[C@@H:4]1CC[C@]2(CO)C[CH2:11][C@:12]3([CH3:13])[C@H:14]([CH2:15][CH2:16][C@@H:17]4[C@@:18]5([CH3:19])[CH2:20][CH:21]=[C:22]([c:23]6[cH:24][cH:25]c(C(=O)O)c[cH:31]6)[C:32]([CH3:33])([CH3:34])[C@@H:35]5[CH2:36][CH2:37][C@@:38]34[CH3:39])[C@H:40]21>CC[O:43][C:44]([CH3:45])=[O:46].[CH3:47][OH:48].[Pd]>c1[cH:31][c:23]([C:22]2=[CH:21][CH2:20][C@:18]3([CH3:19])[C@H:17]4[CH2:16][CH2:15][C@H:14]5[C@@:12]([CH3:13])([CH2:11]C[C@@:4]6([CH2:47][OH:48])[CH2:2][CH2:3][C@@H:14]([CH:12]([CH3:11])[CH3:13])[C@@H:40]65)[C@:38]4([CH3:39])[CH2:37][CH2:36][C@H:35]3[C:32]2([CH3:33])[CH3:34])[cH:24][cH:25][c:45]1[C:44]([OH:43])=[O:46]
1472,42186,CNCc1cc[cH:19][c:20]2[c:21]1[CH2:22][N:23]([CH:24]1[CH2:25][CH2:26][C:27](=[O:28])[NH:29][C:30]1=[O:31])[C:32]2=[O:33].O=C=[N:39][c:38]1[cH:37][cH:36][c:35]([CH3:34])[c:43]([Cl:44])[cH:42]1>CC[N:8]([CH2:7]C)[CH2:11]C.Cl.O1[CH2:3][CH2:2][CH2:1][CH2:5]1>O=[C:7]([N:8]([CH2:3][c:2]1[cH:1][cH:5][cH:19][c:20]2[c:21]1[CH2:22][N:23]([CH:24]1[CH2:25][CH2:26][C:27](=[O:28])[NH:29][C:30]1=[O:31])[C:32]2=[O:33])[CH3:11])[NH:39][c:38]1[cH:37][cH:36][c:35]([CH3:34])[c:43]([Cl:44])[cH:42]1
1473,42224,N[C:3](=O)[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH:11]1[CH2:12][CH2:13][CH2:14][NH:15][CH:16]1[CH2:17]2>[ClH:1]>N#[C:3][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH:11]1[CH2:12][CH2:13][CH2:14][NH:15][CH:16]1[CH2:17]2.[ClH:1]
1474,42277,N[C:9](=O)[c:8]1[c:6]([Cl:7])[n:5][cH:4][c:3]([O:2][CH3:1])[cH:12]1>ClCCl.O=C([O-])[O-].O=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+].[Na+]>N#[C:9][c:8]1[c:6]([Cl:7])[n:5][cH:4][c:3]([O:2][CH3:1])[cH:12]1
1475,42311,N#[C:7][CH2:8][N:9]1[CH2:10][CH2:11][CH:12]([CH2:13][O:14][C:15](=[O:16])[c:17]2[cH:18][c:19]([Cl:20])[c:21]([NH2:22])[c:23]3[c:24]2[O:25][CH2:26][CH2:27][O:28]3)[CH2:29][CH2:30]1>C1CCOC1.[H][H].[Ni]>N[CH2:7][CH2:8][N:9]1[CH2:10][CH2:11][CH:12]([CH2:13][O:14][C:15](=[O:16])[c:17]2[cH:18][c:19]([Cl:20])[c:21]([NH2:22])[c:23]3[c:24]2[O:25][CH2:26][CH2:27][O:28]3)[CH2:29][CH2:30]1
1476,42314,BrCCC=[C:8]([CH2:7][CH2:6][CH3:5])[CH3:9]>O=[C:2](O)[CH3:1].O=[Pt]>C[CH:8]([CH2:7][CH2:6][CH3:5])[CH2:9][CH2:1][CH2:2]Br
1477,42344,O=C=[N:15][S:16](=[O:17])(=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][c:24]1[Cl:25].[CH3:4][c:5]1[n:6][n:7][c:8]([NH2:9])[n:10][c:11]1[CH3:12]>CC#N>O=C([NH:9][c:8]1[n:7][n:6][c:5]([CH3:4])[c:11]([CH3:12])[n:10]1)[NH:15][S:16](=[O:17])(=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][c:24]1[Cl:25]
1478,42345,N[C:14](=O)[c:13]1[c:10]([O:11][CH3:12])[cH:9][c:8]2[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:19][c:18]2[cH:17]1>Clc1ccccc1Cl.O.O=P(Cl)(Cl)Cl>N#[C:14][c:13]1[c:10]([O:11][CH3:12])[cH:9][c:8]2[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:19][c:18]2[cH:17]1
1479,42381,O=C(O)C=[CH:8][c:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)O[CH2:16][O:17]2>[CH3:2][OH:3].[CH4:1].[H][H].[Pd]>O=[C:1](O)[CH2:13][CH2:14][c:9]1[cH:8][c:2]2[c:12]([cH:11][cH:10]1)[O:17][CH2:16][O:3]2
1480,42383,N#[C:15][C:12]([c:11]1[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:18][cH:17]1)([CH3:13])[CH3:14]>CCOCC.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-]>N[CH2:15][C:12]([c:11]1[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:18][cH:17]1)([CH3:13])[CH3:14]
1481,42480,O=C=[N:13][c:12]1[c:4]([CH:2]([CH3:1])[CH3:3])[cH:5][cH:6][cH:7][c:8]1[CH:9]([CH3:10])[CH3:11].[CH3:16][CH2:17][c:18]1[cH:19][cH:20][c:21]([NH:22][CH2:23][c:24]2[cH:25][cH:26][c:27]([C:28](=[O:29])[N:30]([CH3:31])[CH3:32])[cH:33][cH:34]2)[cH:35][cH:36]1>>O=C([NH:13][c:12]1[c:4]([CH:2]([CH3:1])[CH3:3])[cH:5][cH:6][cH:7][c:8]1[CH:9]([CH3:10])[CH3:11])[N:22]([c:21]1[cH:20][cH:19][c:18]([CH2:17][CH3:16])[cH:36][cH:35]1)[CH2:23][c:24]1[cH:25][cH:26][c:27]([C:28](=[O:29])[N:30]([CH3:31])[CH3:32])[cH:33][cH:34]1
1482,42518,O=C=N[S:26](=[O:27])(=[O:28])[c:29]1[cH:30][cH:31][cH:32][cH:33][c:34]1[Cl:35].[CH3:9][c:10]1[n:11][c:12]([CH3:13])[c:14]([C:15]#[N:16])[c:17]([NH2:18])[n:19]1>C1C[N:3]2CCN1C[CH2:8]2.ClCCl>O=[C:8]([NH:3][S:26](=[O:27])(=[O:28])[c:29]1[cH:30][cH:31][cH:32][cH:33][c:34]1[Cl:35])[NH:18][c:17]1[c:14]([C:15]#[N:16])[c:12]([CH3:13])[n:11][c:10]([CH3:9])[n:19]1
1483,42523,S=C=[N:51][C:43](=[O:42])[CH2:44][c:45]1[cH:46][cH:47][cH:48][cH:49][cH:50]1.[NH2:11][c:12]1[cH:13][cH:14][c:15]([O:16][c:17]2[cH:18][c:19]([NH:20][C:21](=[O:22])[N:23]3[CH2:24][CH2:25][N:26]([CH2:27][CH2:28][N:29]4[CH2:30][CH2:31][CH2:32][CH2:33]4)[CH2:34][CH2:35]3)[n:36][cH:37][n:38]2)[c:39]([F:40])[cH:41]1>CCO.Cc1ccccc1>S=C([NH:11][c:12]1[cH:13][cH:14][c:15]([O:16][c:17]2[cH:18][c:19]([NH:20][C:21](=[O:22])[N:23]3[CH2:24][CH2:25][N:26]([CH2:27][CH2:28][N:29]4[CH2:30][CH2:31][CH2:32][CH2:33]4)[CH2:34][CH2:35]3)[n:36][cH:37][n:38]2)[c:39]([F:40])[cH:41]1)[NH:51][C:43](=[O:42])[CH2:44][c:45]1[cH:46][cH:47][cH:48][cH:49][cH:50]1
1484,42551,C[C@@H](Oc1[cH:50][c:51](Cl)[n:53][c:54]([S:55][CH2:56][c:57]2[cH:58][cH:59][cH:60][c:61]([F:62])[c:63]2[F:64])[n:65]1)[C@@H]1COC(C)(C)O1.[CH3:41][S:42]([NH2:43])(=[O:44])=[O:45]>CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=[C:128]([O-])[O-:130].[CH2:1]1[CH2:2][O:3][CH2:4][CH2:5][O:6]1.[Cs+].[Cs+].[Pd].[Pd]>C[C:2]1(C)[O:3][C@H:4]([C@@H:5](C)[O:6][c:1]2[cH:50][c:51]([NH:43][S:42]([CH3:41])(=[O:44])=[O:45])[n:53][c:54]([S:55][CH2:56][c:57]3[cH:58][cH:59][cH:60][c:61]([F:62])[c:63]3[F:64])[n:65]2)[CH2:128][O:130]1
1485,42561,C=[C:2]([CH3:3])[CH2:4][O:5][c:6]1[cH:7][c:8]([O:9][CH2:10][C:11]#[C:12][CH3:13])[n:14][cH:15][n:16]1.[Cl-]>CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.ClC(Cl)(Cl)Cl.O.[ClH:43]>C[C:2]([CH3:3])([CH2:4][O:5][c:6]1[cH:7][c:8]([O:9][CH2:10][C:11]#[C:12][CH3:13])[n:14][cH:15][n:16]1)[Cl:43]
1486,42590,N#[C:23][c:22]1[c:17]([S:16][C:13]([CH3:12])([CH3:14])[CH3:15])[cH:18][cH:19][cH:20][cH:21]1>B.C1CCOC1.C1CCOC1.CCOC(C)=O.CO.Cl>N[CH2:23][c:22]1[c:17]([S:16][C:13]([CH3:12])([CH3:14])[CH3:15])[cH:18][cH:19][cH:20][cH:21]1
1487,42656,CCOC(=O)C(OC)=[CH:15][c:16]1[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([C:23](=[O:24])[NH:25][CH2:26][c:27]2[cH:28][cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35][cH:36]2)[cH:37]1>C[CH2:7][OH:8].[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1.[Pd]>O=[C:3]([CH:2]([O:8][CH3:7])[CH2:15][c:16]1[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([C:23](=[O:24])[NH:25][CH2:26][c:27]2[cH:28][cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35][cH:36]2)[cH:37]1)[O:4][CH2:5][CH3:1]
1488,42665,CCOC(=O)CCC(C)=[CH:13][c:14]1[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]1>[CH3:1][CH2:2][OH:3].[Pd]>CC(CCC(=O)[O:3][CH2:2][CH3:1])[CH2:13][c:14]1[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]1
1489,42702,COC(=O)[C@@H:14]1CCC[C@H:18]1[C:19](=O)[c:21]1[cH:22][cH:23][c:24](Br)[cH:26][cH:27]1.N[c:42]1ccc(B(O)O)c[cH:43]1>CCO[C:7]([CH3:8])=[O:9].C[c:29]1cc[cH:32][cH:33][cH:34]1.ClCCl.Cl[Pd]Cl.O=C([O-])[O-].[CH3:1][CH2:2][OH:3].[Fe+2].[Na+].[Na+].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>C[O:3][C:2](=O)[C@@H:1]1[CH2:29][CH2:34][CH2:33][C@H:32]1[C:7]([c:8]1[cH:14][cH:18][c:19](-[c:21]2[cH:22][cH:23][c:24](N)[cH:26][cH:27]2)[cH:43][cH:42]1)=[O:9]
1490,42739,O=C(NCCO)/C(=C/c1ccc(C(F)(F)F)cc1)NC(=O)c1ccc(OCCC2CC2)cc1>CC[CH2:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][CH:9]([NH:10][C:11](=[O:12])[c:13]2[cH:14][cH:15][c:16]([O:17][CH2:18][CH2:19][CH:20]3[CH2:21][CH2:22]3)[cH:23][cH:24]2)[C:25](=[O:26])[NH:27][CH2:28][CH2:29][OH:30])[cH:31][cH:32]1>F[C:3](F)(F)[c:4]1[cH:5][cH:6][c:7]([CH2:8][CH:9]([NH:10][C:11](=[O:12])[c:13]2[cH:14][cH:15][c:16]([O:17][CH2:18][CH2:19][CH:20]3[CH2:21][CH2:22]3)[cH:23][cH:24]2)[C:25](=[O:26])[NH:27][CH2:28][CH2:29][OH:30])[cH:31][cH:32]1
1491,42750,S=C=N[c:52]1[cH:53][cH:54][cH:55][c:56]2[cH:57]cc[cH:60][c:61]12.[CH3:15][n:16]1[c:17]([CH2:18][O:19][c:20]2[cH:21][cH:22][c:23]([CH2:24][CH:25]3[S:26][C:27](=[O:28])[NH:29][C:30]3=[O:31])[cH:32][cH:33]2)[n:34][c:35]2[cH:36][cH:37][c:38]([O:39][c:40]3[cH:41][cH:42][c:43]([NH2:44])[cH:45][cH:46]3)[cH:47][c:48]12>CC[N:3]([CH2:4][CH3:5])[CH2:6]C.CN(C)C=O.Cl.Cl>S=[C:6]([NH:3][c:4]1[c:5]2[c:53]([cH:52][cH:61][cH:60]1)[cH:54][cH:55][cH:56][cH:57]2)[NH:44][c:43]1[cH:42][cH:41][c:40]([O:39][c:38]2[cH:37][cH:36][c:35]3[n:34][c:17]([CH2:18][O:19][c:20]4[cH:21][cH:22][c:23]([CH2:24][CH:25]5[S:26][C:27](=[O:28])[NH:29][C:30]5=[O:31])[cH:32][cH:33]4)[n:16]([CH3:15])[c:48]3[cH:47]2)[cH:46][cH:45]1
1492,42769,C1CN[C@H]([C:27]([O:26][CH2:25][CH3:24])=[O:28])C1.S=C=[N:10][c:9]1[cH:8][c:7]([C:5]([O:4][CH:2]([CH3:1])[CH3:3])=[O:6])[c:15]([Cl:16])[cH:14][cH:13]1>C[CH2:18][N:19]([CH2:20][CH3:21])[CH2:22][CH3:23].Cl.c1ccccc1>S=[C:18]([NH:10][c:9]1[cH:8][c:7]([C:5]([O:4][CH:2]([CH3:1])[CH3:3])=[O:6])[c:15]([Cl:16])[cH:14][cH:13]1)[N:19]1[CH2:20][CH2:21][CH2:23][CH:22]1[C:27]([O:26][CH2:25][CH3:24])=[O:28]
1493,42771,C(c1ccc2c(n1)NCCO2)#[C:10][CH2:9][CH2:8][C:6]([O:5][CH2:4][CH2:3][CH2:2][CH3:1])=[O:7]>CC[N:24]([CH2:25][CH3:26])[CH2:27][CH3:28].O=[Pt]=O.O[CH2:30][CH3:29]>C(c1n[c:27]2[c:28]([cH:29][cH:30]1)O[CH2:26][CH2:25][NH:24]2)[CH2:10][CH2:9][CH2:8][C:6]([O:5][CH2:4][CH2:3][CH2:2][CH3:1])=[O:7]
1494,42774,O=C1[N:51]([CH:52]([c:53]2[cH:54][cH:55][cH:56][cH:57][cH:58]2)[c:59]2[cH:60][cH:61][cH:62][cH:63][cH:64]2)[c:65]2[cH:66][cH:67]c(Br)c[c:71]2[C:72]12COc1cc3c([cH:79][c:80]12)OCCO3.[O-][C:2]([CH3:1])=[O:3]>CCN(CC)[CH2:14][CH3:15].CN(C)C=O.C[Sn](C)(C)C.Cc1ccccc1P(c1ccccc1C)c1cc[cH:29][cH:28][c:27]1[CH3:26].O=[C:6]([CH3:5])[O-:8].[OH2:48].[Pd+2]>C1[C:1]2([C:2](=[O:3])[N:51]([CH:52]([c:53]3[cH:54][cH:55][cH:56][cH:57][cH:58]3)[c:59]3[cH:60][cH:61][cH:62][cH:63][cH:64]3)[c:65]3[cH:66][cH:67][c:80]([CH3:79])[cH:72][c:71]32)[c:29]2[c:6]([cH:5][c:26]3[c:27]([cH:28]2)[O:48][CH2:15][CH2:14]O3)[O:8]1
1495,42776,O=[C:3]([NH:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1ncc[cH:15][cH:14]1>O.[NH4+:19].[OH-]>C1C[N:19]=[C:6]([c:5]2[n:4][cH:3][cH:13][cH:14][cH:15]2)[c:7]2[c:8]1[cH:9][cH:10][cH:11][cH:12]2
1496,42816,Cc1ccc(-[n:54]2[cH:55][c:56](-[c:57]3[n:58][cH:59][cH:60][s:61]3)[n:62][c:63]2-[c:64]2[cH:65][cH:66][c:67](I)[cH:69][cH:70]2)cn1.[NH2:73][c:74]1[n:75][cH:76][cH:77][cH:78][c:79]1[N+:80](=[O:81])[O-:82]>C1CO[CH2:5][CH2:4]O1.C[C:8]1([CH3:7])c2cccc(P(c3ccccc3)c3ccccc3)c2O[c:28]2c(P(c3ccccc3)c3ccccc3)ccc[c:10]21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[I-].[Pd].[Pd]>n1[cH:5][c:4](-[n:54]2[cH:55][c:56](-[c:57]3[n:58][cH:59][cH:60][s:61]3)[n:62][c:63]2-[c:64]2[cH:65][cH:66][c:67]([NH:73][c:74]3[n:75][cH:76][cH:77][cH:78][c:79]3[N+:80](=[O:81])[O-:82])[cH:69][cH:70]2)[cH:28][cH:10][c:8]1[CH3:7]
1497,42828,CCOC(=O)/C=[CH:10]/[CH:11]1[CH2:12][CH2:13][C:14]([F:15])([F:16])[CH2:17][CH2:18]1>[CH3:1][CH2:2][OH:3].[H][H].[Pd]>O=C(C[CH2:10][CH:11]1[CH2:12][CH2:13][C:14]([F:15])([F:16])[CH2:17][CH2:18]1)[O:3][CH2:2][CH3:1]
1498,42870,N#[C:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][c:14]2[nH:15][n:16][cH:17][c:18]12>C1CCOC1.[Al+3].[H-].[H-].[H-].[H-].[Li+]>N[CH2:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][c:14]2[nH:15][n:16][cH:17][c:18]12
1499,42873,O=C(c1cccc(Br)c1)c1[c:35]([C:34]#[N:33])[cH:36][cH:37][cH:38][cH:39]1.[CH3:6][C:7]([CH3:8])([CH3:9])[S:10]([NH2:11])=[O:12]>CCO[C:16](=O)[CH3:17].CC[O-].CC[O-].CC[O-].CO.O1[CH2:3][CH2:2][CH2:1][CH2:5]1.O=C([O-])O.[Na+].[O-][CH2:20][CH3:19].[Ti+4]>Br[c:16]1[cH:17][c:2]([C:1]([c:5]2[c:35]([C:34]#[N:33])[cH:36][cH:37][cH:38][cH:39]2)=[N:11][S:10]([C:7]([CH3:6])([CH3:8])[CH3:9])=[O:12])[cH:3][cH:20][cH:19]1
1500,42904,O=C=Nc1c[cH:36][c:31]([C:32]([F:33])([F:34])[F:35])[cH:30][cH:29]1.[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][c:8]([S:9][CH2:10][CH2:11][OH:12])[n:13]1>CC[N:16]([CH2:17][CH3:18])[CH2:19]C.ClC(Cl)Cl>O=[C:19]([O:12][CH2:11][CH2:10][S:9][c:8]1[nH:7][n:6][c:5]([C:2]([CH3:1])([CH3:3])[CH3:4])[n:13]1)[NH:16][c:17]1[cH:18][cH:36][c:31]([C:32]([F:33])([F:34])[F:35])[cH:30][cH:29]1
1501,42907,S=C=[N:63][C:54](=[O:53])[CH2:55][c:56]1[cH:57][cH:58][c:59]([F:60])[cH:61][cH:62]1.[CH3:19][N:20]([CH3:21])[CH2:22][C@@H:23]1[CH2:24][CH2:25][N:26]([C:27](=[O:28])[NH:29][c:30]2[cH:31][c:32]([O:33][c:34]3[cH:35][cH:36][c:37]([NH2:38])[cH:39][c:40]3[F:41])[n:42][cH:43][n:44]2)[CH2:45]1>CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2.CCO.Cc1ccccc1>S=C([NH:38][c:37]1[cH:36][cH:35][c:34]([O:33][c:32]2[cH:31][c:30]([NH:29][C:27]([N:26]3[CH2:25][CH2:24][C@@H:23]([CH2:22][N:20]([CH3:19])[CH3:21])[CH2:45]3)=[O:28])[n:44][cH:43][n:42]2)[c:40]([F:41])[cH:39]1)[NH:63][C:54](=[O:53])[CH2:55][c:56]1[cH:57][cH:58][c:59]([F:60])[cH:61][cH:62]1
1502,42914,O=C=[N:34][c:35]1[cH:36][cH:37][cH:38][cH:39][c:40]1[Cl:41].[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([N:8]2[CH2:9][CH:10]3[CH2:11][CH:12]2[CH2:13][NH:14]3)[n:15][cH:16]1)[c:17]1[n:18][c:19](-[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[o:26][c:27]1[C:28]([F:29])([F:30])[F:31]>>O=C([N:14]1[CH:10]2[CH2:9][N:8]([c:7]3[cH:6][cH:5][c:4]([NH:3][C:2](=[O:1])[c:17]4[n:18][c:19](-[c:20]5[cH:21][cH:22][cH:23][cH:24][cH:25]5)[o:26][c:27]4[C:28]([F:29])([F:30])[F:31])[cH:16][n:15]3)[CH:12]([CH2:11]2)[CH2:13]1)[NH:34][c:35]1[cH:36][cH:37][cH:38][cH:39][c:40]1[Cl:41]
1503,42980,O=C=[N:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]2[C@@H:13]([NH2:14])[C@@H:15]1[OH:16]>CCO>O=C([NH:14][C@@H:13]1[c:12]2[c:4]([cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11]2)[C:2]([CH3:1])([CH3:3])[C@H:15]1[OH:16])[NH:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1
